Pid,OPTid,Px,Py,rD,cD,cluster,notCore
111,45,59.0,24.0,1.0,1.0,2,False
127,46,60.0,25.0,1.0,1.41421356237,2,False
135,47,59.0,24.0,1.0,1.0,2,False
131,48,61.0,25.0,1.41421356237,2.2360679775,2,False
95,49,55.0,24.0,2.0,3.60555127546,2,False
35,50,61.0,22.0,2.2360679775,2.2360679775,2,False
87,51,62.0,23.0,2.2360679775,2.2360679775,2,False
103,52,63.0,22.0,2.2360679775,3.60555127546,2,False
1,53,64.0,21.0,2.82842712475,3.16227766017,2,False
143,54,59.0,20.0,2.82842712475,2.82842712475,2,False
47,55,59.0,18.0,2.82842712475,3.60555127546,2,False
75,56,60.0,19.0,2.82842712475,3.16227766017,2,False
115,57,61.0,18.0,2.82842712475,4.0,2,False
139,58,67.0,22.0,3.16227766017,5.09901951359,2,False
31,59,64.0,27.0,3.60555127546,3.60555127546,2,False
39,60,65.0,25.0,3.60555127546,3.60555127546,2,False
51,61,54.0,26.0,3.60555127546,4.0,2,False
119,62,53.0,27.0,3.60555127546,4.12310562562,2,False
123,63,64.0,27.0,3.60555127546,3.60555127546,2,False
147,64,65.0,30.0,3.60555127546,5.09901951359,2,False
79,65,54.0,30.0,4.0,4.0,2,False
19,66,56.0,30.0,4.0,4.24264068712,2,False
55,67,54.0,31.0,4.0,5.0,2,False
83,68,60.0,31.0,4.24264068712,5.65685424949,2,False
3,76,67.0,69.0,8.0622577483,5.0,3,False
69,77,71.0,72.0,5.0,2.82842712475,3,False
93,78,72.0,70.0,2.82842712475,2.2360679775,3,False
73,79,73.0,68.0,2.2360679775,3.0,3,False
101,80,73.0,71.0,2.2360679775,2.2360679775,3,False
57,81,75.0,72.0,2.2360679775,2.2360679775,3,False
61,82,75.0,71.0,2.2360679775,2.2360679775,3,False
109,83,72.0,69.0,2.2360679775,2.2360679775,3,False
125,84,71.0,69.0,2.2360679775,2.82842712475,3,False
137,85,74.0,73.0,2.2360679775,2.0,3,False
129,86,73.0,74.0,2.0,2.82842712475,3,False
141,87,74.0,75.0,2.0,3.16227766017,3,False
149,88,75.0,72.0,2.0,2.2360679775,3,False
117,89,69.0,73.0,2.82842712475,4.12310562562,3,False
85,90,68.0,71.0,3.16227766017,3.60555127546,3,False
89,91,76.0,77.0,3.16227766017,2.82842712475,3,False
77,92,78.0,79.0,2.82842712475,2.82842712475,3,False
53,93,79.0,77.0,2.82842712475,3.0,3,False
97,94,77.0,77.0,2.82842712475,2.2360679775,3,False
121,95,76.0,78.0,2.2360679775,2.2360679775,3,False
113,96,75.0,80.0,2.2360679775,3.16227766017,3,False
105,97,76.0,81.0,2.82842712475,4.0,3,False
37,98,80.0,75.0,3.0,4.472135955,3,False
33,99,72.0,79.0,3.16227766017,4.0,3,False
45,100,68.0,79.0,4.0,4.0,3,False
49,101,70.0,82.0,4.0,5.38516480713,3,False
81,102,68.0,75.0,4.0,4.0,3,False
133,103,68.0,77.0,4.0,4.12310562562,3,False
145,104,69.0,80.0,4.0,3.16227766017,3,False
41,105,82.0,82.0,5.0,7.07106781187,3,False
65,106,80.0,68.0,5.83095189485,7.0,3,False
52,109,32.0,75.0,7.81024967591,4.0,4,False
36,110,29.0,74.0,4.0,3.16227766017,4,False
40,111,28.0,72.0,3.16227766017,3.0,4,False
88,112,29.0,71.0,3.0,4.12310562562,4,False
112,113,28.0,75.0,3.0,3.0,4,False
48,114,25.0,75.0,3.0,2.2360679775,4,False
56,115,23.0,76.0,2.2360679775,2.82842712475,4,False
84,116,23.0,74.0,2.2360679775,2.0,4,False
100,117,25.0,74.0,2.0,1.41421356237,4,False
108,118,25.0,74.0,1.41421356237,1.41421356237,4,False
120,119,24.0,73.0,1.41421356237,1.41421356237,4,False
128,120,23.0,72.0,1.41421356237,2.82842712475,4,False
148,121,25.0,74.0,1.41421356237,1.41421356237,4,False
104,122,22.0,75.0,2.0,3.0,4,False
64,123,25.0,78.0,2.82842712475,3.16227766017,4,False
140,124,26.0,71.0,2.82842712475,3.16227766017,4,False
80,125,28.0,77.0,3.0,3.16227766017,4,False
44,126,20.0,71.0,3.16227766017,4.472135955,4,False
68,127,31.0,78.0,3.16227766017,3.16227766017,4,False
76,128,32.0,80.0,3.16227766017,3.16227766017,4,False
32,129,29.0,81.0,3.16227766017,3.16227766017,4,False
60,130,29.0,81.0,3.16227766017,3.16227766017,4,False
116,131,24.0,81.0,3.16227766017,3.16227766017,4,False
92,132,22.0,80.0,3.16227766017,4.12310562562,4,False
124,133,27.0,81.0,3.16227766017,3.0,4,False
132,134,26.0,81.0,3.0,3.0,4,False
144,135,26.0,78.0,3.0,3.16227766017,4,False
136,136,31.0,78.0,3.16227766017,3.16227766017,4,False
72,137,21.0,69.0,3.60555127546,5.38516480713,4,False
96,138,19.0,79.0,4.12310562562,5.38516480713,4,False
0,0,55.0,40.0,9223372036854775807,9.21954445729,99,False
10,1,46.0,38.0,9.21954445729,8.48528137424,99,False
14,2,48.0,42.0,8.48528137424,7.28010988928,99,False
12,3,54.0,41.0,7.28010988928,8.54400374532,99,False
28,4,50.0,48.0,7.28010988928,9.43398113206,99,False
27,5,39.0,43.0,8.60232526704,10.1980390272,99,False
6,69,67.0,39.0,9.21954445729,10.6301458127,99,False
21,70,74.0,37.0,10.6301458127,12.2065556157,99,False
22,71,67.0,44.0,10.6301458127,13.3416640641,99,False
16,72,81.0,47.0,12.2065556157,16.1245154966,99,False
20,73,84.0,54.0,16.1245154966,9223372036854775807,99,True
2,74,54.0,80.0,9223372036854775807,10.0,99,False
4,75,60.0,72.0,10.0,8.0622577483,99,False
5,107,74.0,18.0,8.0622577483,11.7046999107,99,False
7,108,37.0,74.0,9223372036854775807,7.81024967591,99,False
8,139,53.0,51.0,9.43398113206,11.1803398875,99,False
9,140,56.0,81.0,9.8488578018,9.8488578018,99,False
29,141,61.0,77.0,7.0,7.0,99,False
11,142,54.0,77.0,7.0,7.81024967591,99,False
23,143,44.0,70.0,8.0622577483,13.0,99,False
24,144,43.0,64.0,11.6619037897,15.5563491861,99,False
18,145,38.0,50.0,10.1980390272,12.7279220614,99,False
25,146,29.0,41.0,10.1980390272,12.7279220614,99,False
13,147,25.0,40.0,12.7279220614,14.3178210633,99,False
15,148,26.0,53.0,12.7279220614,16.4012194669,99,False
26,148,16.0,35.0,14.3178210633,9223372036854775807,99,True
