Pid,OPTid,Px,Py,rD,cD,cluster,notCore
370,35,50.0,40.0,2.0,2.2360679775,1,False
389,36,47.0,44.0,2.0,2.2360679775,1,False
459,37,51.0,45.0,2.0,2.2360679775,1,False
544,38,52.0,45.0,2.0,2.82842712475,1,False
589,39,46.0,39.0,2.0,2.2360679775,1,False
599,40,48.0,41.0,2.0,2.2360679775,1,False
725,41,46.0,32.0,2.0,2.2360679775,1,False
912,42,43.0,35.0,2.0,2.2360679775,1,False
987,43,45.0,34.0,2.0,1.41421356237,1,False
268,44,56.0,37.0,2.2360679775,2.2360679775,1,False
35,45,56.0,36.0,2.2360679775,1.41421356237,1,False
265,46,56.0,36.0,1.41421356237,1.41421356237,1,False
492,47,55.0,35.0,1.41421356237,2.0,1,False
864,48,57.0,36.0,1.41421356237,1.41421356237,1,False
969,49,58.0,36.0,1.41421356237,2.2360679775,1,False
361,50,53.0,35.0,2.0,2.2360679775,1,False
388,51,54.0,34.0,2.0,2.2360679775,1,False
149,52,53.0,34.0,2.2360679775,2.2360679775,1,False
269,53,50.0,39.0,2.2360679775,2.2360679775,1,False
57,54,51.0,37.0,2.2360679775,2.82842712475,1,False
352,55,56.0,33.0,2.2360679775,2.2360679775,1,False
140,56,57.0,32.0,2.2360679775,2.2360679775,1,False
19,57,56.0,30.0,2.2360679775,2.2360679775,1,False
175,58,59.0,32.0,2.2360679775,2.2360679775,1,False
186,59,61.0,33.0,2.2360679775,2.82842712475,1,False
199,60,55.0,28.0,2.2360679775,2.2360679775,1,False
314,61,54.0,30.0,2.2360679775,2.0,1,False
510,62,52.0,30.0,2.0,2.82842712475,1,False
567,63,55.0,31.0,2.0,1.41421356237,1,False
408,64,55.0,32.0,1.41421356237,2.0,1,False
866,65,54.0,31.0,1.41421356237,2.2360679775,1,False
623,66,54.0,28.0,2.0,2.0,1,False
777,67,53.0,27.0,2.0,2.2360679775,1,False
826,68,55.0,28.0,2.0,2.2360679775,1,False
457,69,47.0,31.0,2.2360679775,3.60555127546,1,False
417,70,44.0,44.0,2.2360679775,2.2360679775,1,False
111,71,45.0,46.0,2.2360679775,2.2360679775,1,False
215,72,47.0,47.0,2.2360679775,3.0,1,False
392,73,42.0,43.0,2.2360679775,2.82842712475,1,False
393,74,43.0,46.0,2.2360679775,2.2360679775,1,False
285,75,42.0,48.0,2.2360679775,2.2360679775,1,False
405,76,44.0,48.0,2.2360679775,2.2360679775,1,False
514,77,44.0,45.0,2.2360679775,2.82842712475,1,False
552,78,42.0,50.0,2.2360679775,2.0,1,False
471,79,42.0,51.0,2.0,2.2360679775,1,False
644,80,44.0,50.0,2.0,2.0,1,False
141,81,44.0,51.0,2.0,2.2360679775,1,False
655,82,42.0,51.0,2.0,2.2360679775,1,False
720,83,46.0,50.0,2.0,2.2360679775,1,False
994,84,45.0,49.0,2.0,2.2360679775,1,False
127,85,48.0,50.0,2.2360679775,3.16227766017,1,False
637,86,42.0,37.0,2.2360679775,2.2360679775,1,False
653,87,50.0,37.0,2.2360679775,3.0,1,False
586,88,60.0,32.0,2.2360679775,2.2360679775,1,False
689,89,47.0,36.0,2.2360679775,2.2360679775,1,False
729,90,55.0,43.0,2.2360679775,2.82842712475,1,False
819,91,45.0,53.0,2.2360679775,2.2360679775,1,False
150,92,47.0,54.0,2.2360679775,2.2360679775,1,False
246,93,47.0,54.0,2.2360679775,2.2360679775,1,False
575,94,49.0,55.0,2.2360679775,2.2360679775,1,False
401,95,50.0,55.0,2.2360679775,1.41421356237,1,False
506,96,50.0,55.0,1.41421356237,1.41421356237,1,False
820,97,49.0,56.0,1.41421356237,2.2360679775,1,False
1019,98,51.0,54.0,1.41421356237,2.2360679775,1,False
200,99,51.0,53.0,2.2360679775,2.82842712475,1,False
324,100,50.0,58.0,2.2360679775,2.2360679775,1,False
378,101,49.0,60.0,2.2360679775,2.2360679775,1,False
357,102,50.0,62.0,2.2360679775,2.2360679775,1,False
64,103,49.0,63.0,2.2360679775,2.0,1,False
542,104,50.0,62.0,2.0,2.2360679775,1,False
675,105,50.0,64.0,2.0,2.0,1,False
384,106,51.0,64.0,2.0,2.2360679775,1,False
933,107,49.0,65.0,2.0,2.0,1,False
62,108,48.0,66.0,2.0,2.2360679775,1,False
66,109,49.0,67.0,2.0,2.0,1,False
473,110,50.0,68.0,2.0,2.2360679775,1,False
698,111,49.0,69.0,2.0,2.0,1,False
403,112,50.0,69.0,2.0,2.0,1,False
42,113,52.0,69.0,2.0,3.0,1,False
490,114,48.0,69.0,2.0,2.0,1,False
54,115,46.0,69.0,2.0,2.2360679775,1,False
319,116,48.0,71.0,2.0,2.82842712475,1,False
942,117,48.0,65.0,2.0,2.2360679775,1,False
23,118,44.0,70.0,2.2360679775,1.41421356237,1,False
307,119,43.0,69.0,1.41421356237,1.41421356237,1,False
383,120,44.0,70.0,1.41421356237,1.41421356237,1,False
387,121,42.0,69.0,1.41421356237,2.2360679775,1,False
673,122,43.0,71.0,1.41421356237,2.2360679775,1,False
753,123,44.0,69.0,1.41421356237,2.0,1,False
174,124,46.0,65.0,2.2360679775,3.0,1,False
337,125,44.0,73.0,2.2360679775,2.0,1,False
271,126,45.0,73.0,2.0,1.0,1,False
348,127,46.0,73.0,1.0,1.0,1,False
491,128,46.0,73.0,1.0,1.0,1,False
805,129,46.0,74.0,1.0,1.0,1,False
840,130,47.0,74.0,1.0,1.41421356237,1,False
918,131,46.0,73.0,1.0,1.0,1,False
296,132,46.0,76.0,2.0,3.0,1,False
804,133,49.0,74.0,2.0,2.0,1,False
113,134,51.0,74.0,2.0,2.0,1,False
83,135,51.0,76.0,2.0,2.0,1,False
313,136,51.0,74.0,2.0,2.0,1,False
470,137,50.0,75.0,2.0,1.41421356237,1,False
992,138,49.0,76.0,1.41421356237,2.0,1,False
713,139,50.0,77.0,2.0,2.0,1,False
282,140,50.0,79.0,2.0,2.2360679775,1,False
78,141,51.0,79.0,2.2360679775,2.82842712475,1,False
391,142,49.0,81.0,2.2360679775,2.2360679775,1,False
447,143,41.0,72.0,2.2360679775,3.16227766017,1,False
446,144,47.0,62.0,2.2360679775,2.82842712475,1,False
433,145,51.0,57.0,2.2360679775,2.2360679775,1,False
708,146,50.0,59.0,2.2360679775,2.2360679775,1,False
748,147,45.0,55.0,2.2360679775,2.2360679775,1,False
196,148,45.0,56.0,2.2360679775,2.2360679775,1,False
303,149,46.0,57.0,2.2360679775,2.2360679775,1,False
505,150,46.0,57.0,2.2360679775,2.2360679775,1,False
719,151,47.0,58.0,2.2360679775,2.82842712475,1,False
755,152,46.0,53.0,2.2360679775,1.41421356237,1,False
925,153,46.0,54.0,1.41421356237,1.41421356237,1,False
876,154,49.0,40.0,2.2360679775,2.2360679775,1,False
803,155,51.0,26.0,2.2360679775,2.82842712475,1,False
839,156,59.0,30.0,2.2360679775,2.82842712475,1,False
930,157,51.0,34.0,2.2360679775,2.2360679775,1,False
477,158,49.0,34.0,2.2360679775,3.0,1,False
831,159,50.0,36.0,2.2360679775,2.2360679775,1,False
951,160,62.0,31.0,2.2360679775,3.0,1,False
40,161,63.0,35.0,2.82842712475,2.2360679775,1,False
226,162,65.0,36.0,2.2360679775,2.0,1,False
583,163,64.0,36.0,2.0,1.41421356237,1,False
633,164,64.0,35.0,1.41421356237,1.41421356237,1,False
850,165,64.0,37.0,1.41421356237,2.2360679775,1,False
927,166,65.0,34.0,1.41421356237,2.0,1,False
103,167,66.0,34.0,2.0,2.2360679775,1,False
222,168,66.0,33.0,2.0,2.0,1,False
483,169,66.0,31.0,2.0,1.41421356237,1,False
256,170,65.0,31.0,1.41421356237,2.2360679775,1,False
320,171,66.0,30.0,1.41421356237,2.2360679775,1,False
594,172,67.0,30.0,1.41421356237,1.41421356237,1,False
475,173,68.0,29.0,1.41421356237,2.2360679775,1,False
926,174,67.0,32.0,1.41421356237,2.0,1,False
962,175,68.0,31.0,1.41421356237,1.41421356237,1,False
166,176,69.0,31.0,1.41421356237,2.0,1,False
293,177,69.0,31.0,1.41421356237,2.0,1,False
901,178,69.0,31.0,1.41421356237,2.0,1,False
532,179,71.0,31.0,2.0,2.0,1,False
677,180,71.0,32.0,2.0,2.2360679775,1,False
88,181,70.0,29.0,2.2360679775,2.2360679775,1,False
305,182,72.0,34.0,2.2360679775,3.60555127546,1,False
775,183,63.0,30.0,2.2360679775,3.0,1,False
61,184,51.0,31.0,2.82842712475,3.16227766017,1,False
203,185,55.0,25.0,2.82842712475,2.82842712475,1,False
250,186,49.0,24.0,2.82842712475,2.82842712475,1,False
220,187,50.0,22.0,2.82842712475,2.2360679775,1,False
75,188,51.0,21.0,2.2360679775,2.2360679775,1,False
17,189,52.0,19.0,2.2360679775,2.82842712475,1,False
783,190,51.0,22.0,2.2360679775,2.2360679775,1,False
881,191,51.0,20.0,2.2360679775,2.2360679775,1,False
146,192,49.0,19.0,2.2360679775,2.2360679775,1,False
734,193,50.0,17.0,2.2360679775,2.82842712475,1,False
752,194,50.0,17.0,2.2360679775,2.82842712475,1,False
793,195,47.0,19.0,2.2360679775,2.82842712475,1,False
1014,196,49.0,23.0,2.2360679775,2.82842712475,1,False
194,197,47.0,21.0,2.82842712475,2.82842712475,1,False
227,198,54.0,17.0,2.82842712475,2.0,1,False
115,199,56.0,17.0,2.0,2.2360679775,1,False
590,200,56.0,17.0,2.0,2.2360679775,1,False
758,201,55.0,17.0,2.0,1.41421356237,1,False
916,202,54.0,16.0,1.41421356237,2.2360679775,1,False
792,203,54.0,19.0,2.0,2.82842712475,1,False
284,204,58.0,16.0,2.2360679775,2.2360679775,1,False
201,205,59.0,16.0,2.2360679775,3.16227766017,1,False
480,206,58.0,18.0,2.2360679775,2.2360679775,1,False
190,207,58.0,19.0,2.2360679775,2.82842712475,1,False
569,208,52.0,16.0,2.2360679775,2.2360679775,1,False
340,209,57.0,25.0,2.82842712475,2.82842712475,1,False
308,210,59.0,23.0,2.82842712475,2.82842712475,1,False
38,211,57.0,22.0,2.82842712475,3.0,1,False
306,212,61.0,25.0,2.82842712475,2.82842712475,1,False
204,213,62.0,23.0,2.82842712475,2.82842712475,1,False
1,214,64.0,21.0,2.82842712475,3.0,1,False
218,215,60.0,26.0,2.82842712475,2.2360679775,1,False
619,216,58.0,26.0,2.2360679775,2.2360679775,1,False
712,217,59.0,26.0,2.2360679775,2.2360679775,1,False
815,218,59.0,28.0,2.2360679775,2.2360679775,1,False
500,219,55.0,23.0,2.82842712475,2.82842712475,1,False
435,220,46.0,19.0,2.82842712475,3.0,1,False
609,221,51.0,25.0,2.82842712475,2.82842712475,1,False
359,222,40.0,35.0,2.82842712475,2.2360679775,1,False
128,223,39.0,35.0,2.2360679775,1.41421356237,1,False
603,224,38.0,34.0,1.41421356237,1.41421356237,1,False
406,225,37.0,34.0,1.41421356237,1.41421356237,1,False
82,226,36.0,33.0,1.41421356237,2.0,1,False
574,227,38.0,33.0,1.41421356237,2.0,1,False
833,228,38.0,35.0,1.41421356237,2.0,1,False
856,229,40.0,34.0,1.41421356237,2.0,1,False
882,230,39.0,33.0,1.41421356237,2.0,1,False
909,231,36.0,35.0,1.41421356237,2.0,1,False
766,232,35.0,34.0,2.0,2.2360679775,1,False
107,233,37.0,31.0,2.2360679775,2.2360679775,1,False
101,234,38.0,30.0,2.2360679775,2.82842712475,1,False
434,235,37.0,30.0,2.2360679775,2.2360679775,1,False
93,236,36.0,28.0,2.2360679775,2.2360679775,1,False
198,237,34.0,28.0,2.2360679775,2.0,1,False
247,238,34.0,27.0,2.0,1.41421356237,1,False
355,239,35.0,27.0,1.41421356237,1.41421356237,1,False
730,240,33.0,27.0,1.41421356237,2.2360679775,1,False
813,241,36.0,26.0,1.41421356237,2.0,1,False
948,242,35.0,26.0,1.41421356237,1.41421356237,1,False
474,243,34.0,25.0,1.41421356237,2.2360679775,1,False
385,244,37.0,26.0,2.0,2.0,1,False
693,245,35.0,24.0,2.0,2.0,1,False
945,246,37.0,24.0,2.0,2.0,1,False
995,247,38.0,25.0,2.0,2.2360679775,1,False
999,248,37.0,24.0,2.0,2.0,1,False
72,249,32.0,24.0,2.2360679775,2.0,1,False
125,250,31.0,23.0,2.0,1.41421356237,1,False
596,251,31.0,24.0,1.41421356237,1.41421356237,1,False
484,252,30.0,25.0,1.41421356237,2.82842712475,1,False
940,253,32.0,23.0,1.41421356237,1.41421356237,1,False
1022,254,32.0,22.0,1.41421356237,2.0,1,False
449,255,31.0,21.0,2.0,2.2360679775,1,False
519,256,38.0,30.0,2.2360679775,2.82842712475,1,False
692,257,29.0,21.0,2.2360679775,2.82842712475,1,False
1017,258,29.0,22.0,2.2360679775,2.82842712475,1,False
946,259,34.0,36.0,2.2360679775,3.16227766017,1,False
898,260,40.0,48.0,2.2360679775,2.0,1,False
608,261,39.0,47.0,2.0,1.41421356237,1,False
58,262,39.0,46.0,1.41421356237,1.0,1,False
129,263,39.0,46.0,1.0,1.0,1,False
871,264,40.0,46.0,1.0,1.41421356237,1,False
972,265,40.0,46.0,1.0,1.41421356237,1,False
828,266,37.0,47.0,2.0,2.0,1,False
162,267,36.0,46.0,2.0,2.0,1,False
63,268,36.0,44.0,2.0,2.2360679775,1,False
238,269,36.0,47.0,2.0,2.2360679775,1,False
581,270,35.0,47.0,2.0,2.0,1,False
104,271,34.0,48.0,2.0,2.82842712475,1,False
273,272,34.0,43.0,2.2360679775,2.2360679775,1,False
460,273,35.0,41.0,2.2360679775,2.2360679775,1,False
242,274,37.0,40.0,2.2360679775,2.82842712475,1,False
772,275,34.0,40.0,2.2360679775,2.2360679775,1,False
860,276,33.0,44.0,2.2360679775,2.82842712475,1,False
991,277,33.0,40.0,2.2360679775,2.2360679775,1,False
251,278,31.0,41.0,2.2360679775,3.0,1,False
1000,279,35.0,44.0,2.2360679775,2.0,1,False
1015,280,35.0,42.0,2.0,2.0,1,False
1006,281,35.0,41.0,2.0,2.2360679775,1,False
18,282,38.0,50.0,2.82842712475,2.82842712475,1,False
952,283,50.0,59.0,2.2360679775,2.2360679775,1,False
955,284,53.0,46.0,2.2360679775,2.0,1,False
289,285,53.0,48.0,2.0,2.0,1,False
48,286,53.0,50.0,2.0,2.0,1,False
8,287,53.0,51.0,2.0,2.2360679775,1,False
118,288,51.0,48.0,2.0,2.82842712475,1,False
549,289,53.0,48.0,2.0,2.0,1,False
710,290,54.0,49.0,2.0,2.0,1,False
443,291,56.0,49.0,2.0,1.41421356237,1,False
301,292,57.0,48.0,1.41421356237,2.2360679775,1,False
339,293,56.0,50.0,1.41421356237,2.2360679775,1,False
424,294,56.0,48.0,1.41421356237,2.0,1,False
686,295,56.0,48.0,1.41421356237,2.0,1,False
917,296,55.0,46.0,2.0,2.2360679775,1,False
973,297,54.0,51.0,2.0,2.0,1,False
102,298,55.0,52.0,2.0,2.2360679775,1,False
131,299,55.0,54.0,2.2360679775,3.0,1,False
178,300,57.0,45.0,2.2360679775,3.0,1,False
814,301,58.0,46.0,2.2360679775,2.82842712475,1,False
891,302,54.0,54.0,2.2360679775,3.0,1,False
28,303,50.0,48.0,2.82842712475,3.0,1,False
84,304,39.0,42.0,2.82842712475,1.0,1,False
27,305,39.0,43.0,1.0,1.0,1,False
735,306,39.0,42.0,1.0,1.0,1,False
788,307,39.0,43.0,1.0,1.0,1,False
949,308,39.0,43.0,1.0,1.0,1,False
741,309,41.0,41.0,2.2360679775,2.82842712475,1,False
130,310,39.0,52.0,2.82842712475,2.2360679775,1,False
259,311,39.0,54.0,2.2360679775,2.2360679775,1,False
400,312,37.0,53.0,2.2360679775,2.2360679775,1,False
395,313,35.0,54.0,2.2360679775,3.16227766017,1,False
521,314,37.0,51.0,2.2360679775,2.2360679775,1,False
167,315,37.0,50.0,2.2360679775,3.0,1,False
652,316,41.0,55.0,2.2360679775,2.2360679775,1,False
56,317,41.0,56.0,2.2360679775,2.0,1,False
398,318,42.0,55.0,2.0,3.0,1,False
834,319,41.0,56.0,2.0,2.0,1,False
1016,320,41.0,58.0,2.0,2.0,1,False
217,321,42.0,59.0,2.0,2.82842712475,1,False
237,322,41.0,60.0,2.0,2.0,1,False
498,323,41.0,62.0,2.0,2.2360679775,1,False
902,324,39.0,60.0,2.0,2.0,1,False
299,325,38.0,60.0,2.0,2.0,1,False
418,326,37.0,61.0,2.0,1.41421356237,1,False
622,327,38.0,62.0,1.41421356237,2.0,1,False
974,328,36.0,62.0,1.41421356237,2.2360679775,1,False
982,329,38.0,60.0,1.41421356237,2.0,1,False
530,330,39.0,62.0,2.0,2.0,1,False
568,331,38.0,63.0,2.0,2.2360679775,1,False
958,332,43.0,60.0,2.0,2.82842712475,1,False
1001,333,38.0,64.0,2.0,2.2360679775,1,False
326,334,37.0,58.0,2.2360679775,3.0,1,False
508,335,40.0,65.0,2.2360679775,2.2360679775,1,False
458,336,43.0,75.0,2.2360679775,2.82842712475,1,False
592,337,50.0,81.0,2.2360679775,2.0,1,False
760,338,49.0,81.0,2.0,2.2360679775,1,False
915,339,50.0,83.0,2.0,2.2360679775,1,False
511,340,50.0,84.0,2.2360679775,3.0,1,False
616,341,53.0,75.0,2.2360679775,2.2360679775,1,False
11,342,54.0,77.0,2.2360679775,2.2360679775,1,False
105,343,56.0,76.0,2.2360679775,1.41421356237,1,False
245,344,57.0,75.0,1.41421356237,1.41421356237,1,False
280,345,56.0,76.0,1.41421356237,1.41421356237,1,False
745,346,55.0,75.0,1.41421356237,1.41421356237,1,False
847,347,57.0,77.0,1.41421356237,2.0,1,False
894,348,54.0,75.0,1.41421356237,2.0,1,False
896,349,58.0,75.0,1.41421356237,2.2360679775,1,False
976,350,57.0,75.0,1.41421356237,1.41421356237,1,False
983,351,55.0,74.0,1.41421356237,2.2360679775,1,False
132,352,58.0,77.0,2.0,2.2360679775,1,False
253,353,60.0,76.0,2.2360679775,2.2360679775,1,False
29,354,61.0,77.0,2.2360679775,2.2360679775,1,False
124,355,61.0,76.0,2.2360679775,2.0,1,False
270,356,63.0,76.0,2.0,2.2360679775,1,False
584,357,62.0,76.0,2.0,2.0,1,False
620,358,56.0,72.0,2.2360679775,2.2360679775,1,False
291,359,57.0,70.0,2.2360679775,1.41421356237,1,False
546,360,57.0,69.0,1.41421356237,2.2360679775,1,False
553,361,58.0,71.0,1.41421356237,1.41421356237,1,False
185,362,59.0,72.0,1.41421356237,1.41421356237,1,False
4,363,60.0,72.0,1.41421356237,1.41421356237,1,False
563,364,57.0,71.0,1.41421356237,2.0,1,False
723,365,56.0,69.0,1.41421356237,2.2360679775,1,False
796,366,59.0,72.0,1.41421356237,1.41421356237,1,False
808,367,60.0,73.0,1.41421356237,2.2360679775,1,False
921,368,59.0,71.0,1.41421356237,1.41421356237,1,False
501,369,55.0,71.0,2.0,2.2360679775,1,False
604,370,62.0,72.0,2.0,2.2360679775,1,False
114,371,54.0,68.0,2.2360679775,2.2360679775,1,False
121,372,55.0,66.0,2.2360679775,2.0,1,False
144,373,56.0,66.0,2.0,2.2360679775,1,False
287,374,55.0,68.0,2.0,2.0,1,False
732,375,54.0,66.0,2.0,2.0,1,False
910,376,55.0,67.0,2.0,1.41421356237,1,False
244,377,64.0,72.0,2.2360679775,2.0,1,False
77,378,64.0,70.0,2.0,2.2360679775,1,False
545,379,65.0,72.0,2.0,2.0,1,False
558,380,67.0,72.0,2.0,2.0,1,False
341,381,67.0,71.0,2.0,2.0,1,False
3,382,67.0,69.0,2.0,1.41421356237,1,False
422,383,66.0,68.0,1.41421356237,2.0,1,False
438,384,68.0,68.0,1.41421356237,1.41421356237,1,False
640,385,68.0,68.0,1.41421356237,1.41421356237,1,False
830,386,67.0,70.0,1.41421356237,2.0,1,False
959,387,68.0,68.0,1.41421356237,1.41421356237,1,False
975,388,67.0,67.0,1.41421356237,1.41421356237,1,False
985,389,66.0,66.0,1.41421356237,1.41421356237,1,False
331,390,66.0,65.0,1.41421356237,1.41421356237,1,False
332,391,66.0,65.0,1.41421356237,1.41421356237,1,False
430,392,65.0,66.0,1.41421356237,1.41421356237,1,False
153,393,64.0,67.0,1.41421356237,1.41421356237,1,False
209,394,63.0,66.0,1.41421356237,1.41421356237,1,False
509,395,63.0,67.0,1.41421356237,1.0,1,False
711,396,63.0,67.0,1.0,1.0,1,False
939,397,63.0,67.0,1.0,1.0,1,False
941,398,67.0,65.0,1.41421356237,1.41421356237,1,False
50,399,68.0,65.0,1.41421356237,2.0,1,False
232,400,68.0,64.0,1.41421356237,2.2360679775,1,False
635,401,64.0,74.0,2.0,2.2360679775,1,False
651,402,68.0,73.0,2.0,2.2360679775,1,False
659,403,64.0,71.0,2.0,2.2360679775,1,False
742,404,67.0,72.0,2.0,2.0,1,False
835,405,69.0,66.0,2.0,2.2360679775,1,False
321,406,61.0,65.0,2.2360679775,2.2360679775,1,False
228,407,59.0,64.0,2.2360679775,2.2360679775,1,False
182,408,57.0,63.0,2.2360679775,2.2360679775,1,False
513,409,62.0,70.0,2.2360679775,2.2360679775,1,False
503,410,67.0,75.0,2.2360679775,2.2360679775,1,False
192,411,69.0,76.0,2.2360679775,3.0,1,False
548,412,66.0,74.0,2.2360679775,2.2360679775,1,False
525,413,57.0,63.0,2.2360679775,2.2360679775,1,False
566,414,61.0,65.0,2.2360679775,2.2360679775,1,False
593,415,61.0,68.0,2.2360679775,2.2360679775,1,False
638,416,64.0,78.0,2.2360679775,3.16227766017,1,False
770,417,63.0,74.0,2.2360679775,2.2360679775,1,False
781,418,55.0,63.0,2.2360679775,2.2360679775,1,False
522,419,54.0,61.0,2.2360679775,2.2360679775,1,False
195,420,56.0,60.0,2.2360679775,2.0,1,False
89,421,56.0,59.0,2.0,1.41421356237,1,False
275,422,56.0,58.0,1.41421356237,2.0,1,False
577,423,55.0,59.0,1.41421356237,2.2360679775,1,False
736,424,57.0,58.0,1.41421356237,1.41421356237,1,False
30,425,58.0,58.0,1.41421356237,2.2360679775,1,False
794,426,58.0,57.0,1.41421356237,2.0,1,False
197,427,58.0,55.0,2.0,2.0,1,False
416,428,60.0,55.0,2.0,2.82842712475,1,False
485,429,58.0,55.0,2.0,2.0,1,False
704,430,58.0,54.0,2.0,3.0,1,False
964,431,56.0,61.0,2.0,2.0,1,False
843,432,58.0,61.0,2.0,2.2360679775,1,False
97,433,60.0,59.0,2.2360679775,3.16227766017,1,False
934,434,60.0,65.0,2.2360679775,3.16227766017,1,False
790,435,66.0,76.0,2.2360679775,2.82842712475,1,False
950,436,71.0,67.0,2.2360679775,3.16227766017,1,False
998,437,59.0,68.0,2.2360679775,3.0,1,False
409,438,45.0,63.0,2.82842712475,2.2360679775,1,False
24,439,43.0,64.0,2.2360679775,2.82842712475,1,False
448,440,44.0,61.0,2.2360679775,2.82842712475,1,False
610,441,34.0,61.0,2.2360679775,2.2360679775,1,False
34,442,32.0,61.0,2.2360679775,2.0,1,False
427,443,33.0,60.0,2.0,1.41421356237,1,False
791,444,32.0,60.0,1.41421356237,2.2360679775,1,False
963,445,32.0,59.0,1.41421356237,2.2360679775,1,False
614,446,41.0,64.0,2.2360679775,2.0,1,False
714,447,40.0,64.0,2.0,2.0,1,False
747,448,41.0,66.0,2.0,2.2360679775,1,False
848,449,42.0,64.0,2.0,2.2360679775,1,False
697,450,38.0,55.0,2.2360679775,3.16227766017,1,False
904,451,34.0,58.0,2.2360679775,3.0,1,False
990,452,46.0,61.0,2.2360679775,3.16227766017,1,False
386,453,39.0,68.0,2.82842712475,2.82842712475,1,False
873,454,45.0,76.0,2.2360679775,2.2360679775,1,False
116,455,43.0,77.0,2.2360679775,3.0,1,False
668,456,48.0,83.0,2.2360679775,2.2360679775,1,False
126,457,47.0,84.0,2.2360679775,3.16227766017,1,False
827,458,52.0,82.0,2.2360679775,2.2360679775,1,False
679,459,53.0,84.0,2.2360679775,3.0,1,False
903,460,53.0,84.0,2.2360679775,3.0,1,False
2,461,54.0,80.0,2.82842712475,3.0,1,False
309,462,47.0,79.0,2.82842712475,2.82842712475,1,False
350,463,46.0,81.0,2.82842712475,2.82842712475,1,False
394,464,39.0,70.0,2.82842712475,2.0,1,False
243,465,39.0,72.0,2.0,2.0,1,False
429,466,38.0,71.0,2.0,1.41421356237,1,False
685,467,37.0,70.0,1.41421356237,2.0,1,False
937,468,37.0,72.0,1.41421356237,2.0,1,False
988,469,37.0,71.0,1.41421356237,2.0,1,False
7,470,37.0,74.0,2.0,2.0,1,False
169,471,35.0,72.0,2.0,2.0,1,False
92,472,34.0,72.0,2.0,2.2360679775,1,False
216,473,35.0,74.0,2.0,2.0,1,False
468,474,36.0,74.0,2.0,1.0,1,False
779,475,35.0,74.0,1.0,2.0,1,False
953,476,36.0,74.0,1.0,1.0,1,False
690,477,37.0,69.0,2.0,2.2360679775,1,False
33,478,34.0,70.0,2.2360679775,3.0,1,False
404,479,45.0,80.0,2.82842712475,3.60555127546,1,False
504,480,44.0,80.0,2.82842712475,3.16227766017,1,False
852,481,54.0,84.0,2.82842712475,3.16227766017,1,False
9,482,56.0,81.0,3.0,3.60555127546,1,False
489,483,57.0,80.0,3.0,3.0,1,False
32,484,71.0,78.0,3.0,2.2360679775,1,False
60,485,71.0,79.0,2.2360679775,2.82842712475,1,False
165,486,71.0,80.0,2.2360679775,3.0,1,False
889,487,73.0,77.0,2.2360679775,2.0,1,False
147,488,73.0,75.0,2.0,2.82842712475,1,False
665,489,74.0,78.0,2.0,2.0,1,False
163,490,75.0,78.0,2.0,2.2360679775,1,False
184,491,74.0,80.0,2.0,3.0,1,False
863,492,74.0,76.0,2.0,2.2360679775,1,False
868,493,76.0,78.0,2.0,2.82842712475,1,False
967,494,71.0,77.0,2.0,2.2360679775,1,False
94,495,77.0,78.0,2.2360679775,3.0,1,False
600,496,78.0,76.0,2.82842712475,3.0,1,False
797,497,75.0,73.0,2.82842712475,3.16227766017,1,False
691,498,70.0,62.0,2.82842712475,2.82842712475,1,False
